timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2026-03-04T17:06:31,IS-WiN-PC14,rep2_N16384_I6,512,1024,0.5,4,16384,4.0,6,10,2.2756318103987723,3.6862764712934886,0.15171135859563947,55.2932099326748,14.999745776874079,14.999745776874082
2026-03-04T17:07:11,IS-WiN-PC14,rep2_N16384_I8,512,1024,0.5,4,16384,4.0,8,10,3.0243479137774556,2.773691466443258,0.20120309910271317,41.692240514236104,15.031318738453136,15.031318738453136
2026-03-04T17:08:00,IS-WiN-PC14,rep2_N16384_I10,512,1024,0.5,4,16384,4.0,10,10,3.7739592528901995,2.222760617665858,0.25061749091837554,33.47175797371666,15.058642711092153,15.058642711092151
2026-03-04T17:08:57,IS-WiN-PC14,rep2_N16384_I12,512,1024,0.5,4,16384,4.0,12,10,4.5037985417991875,1.8625628837849617,0.3002572147874162,27.93807304826691,14.999801237042389,14.99980123704239
2026-03-04T17:10:03,IS-WiN-PC14,rep2_N16384_I14,512,1024,0.5,4,16384,4.0,14,10,5.244003755995072,1.5996571303767546,0.3500349703943357,23.96505695002337,14.981371004409597,14.981371004409596
2026-03-04T17:11:17,IS-WiN-PC14,rep2_N16384_I16,512,1024,0.5,4,16384,4.0,16,10,5.991661256714724,1.4000471055667691,0.3991152955917642,21.01800680818884,15.012356887577933,15.012356887577935
2026-03-04T17:12:40,IS-WiN-PC14,rep2_N16384_I18,512,1024,0.5,4,16384,4.0,18,10,6.733929299702868,1.245722612557002,0.44886332252062855,18.688557472000802,15.002182093845269,15.002182093845269
2026-03-04T17:14:12,IS-WiN-PC14,rep2_N16384_I20,512,1024,0.5,4,16384,4.0,20,10,7.472695738077164,1.1225678515526598,0.4981043873820454,16.84106426785185,15.002268454916493,15.002268454916493
2026-03-04T17:15:53,IS-WiN-PC14,rep2_N16384_I22,512,1024,0.5,4,16384,4.0,22,10,8.215698264399544,1.0210462616853533,0.5474845302989706,15.322091375657948,15.006265583272484,15.006265583272484
2026-03-04T17:16:18,IS-WiN-PC14,rep2_N18432_I4,512,1024,0.5,4,18432,4.0,4,10,1.7338415205944329,5.4429334445541135,0.11485211770050227,82.16813228127991,15.096295613074712,15.096295613074714
2026-03-04T17:16:52,IS-WiN-PC14,rep2_N18432_I6,512,1024,0.5,4,18432,4.0,6,10,2.5708051700843497,3.670905951885245,0.16887614119332284,55.88228113997867,15.22302174788203,15.223021747882031
2026-03-04T17:17:36,IS-WiN-PC14,rep2_N18432_I8,512,1024,0.5,4,18432,4.0,8,10,3.4109112486010416,2.7667632817683505,0.22690525471698492,41.59085699346557,15.032314931866225,15.032314931866225
2026-03-04T17:18:31,IS-WiN-PC14,rep2_N18432_I10,512,1024,0.5,4,18432,4.0,10,10,4.253099340992049,2.218895737760677,0.2822450413135812,33.436137464378184,15.068818644954511,15.068818644954511
2026-03-04T17:19:35,IS-WiN-PC14,rep2_N18432_I12,512,1024,0.5,4,18432,4.0,12,10,5.088974342099391,1.8544373316896723,0.3366569969104603,28.032044741698865,15.116199540783319,15.116199540783317
2026-03-04T17:20:48,IS-WiN-PC14,rep2_N18432_I14,512,1024,0.5,4,18432,4.0,14,10,5.926326423487626,1.5924171781354972,0.39439779680687936,23.928084985274417,15.026266554905497,15.0262665549055
2026-03-04T17:22:12,IS-WiN-PC14,rep2_N18432_I16,512,1024,0.5,4,18432,4.0,16,10,6.767175325308926,1.3945529037359743,0.4494782441994175,20.995863808289364,15.055623742951553,15.055623742951552
2026-03-04T17:23:46,IS-WiN-PC14,rep2_N18432_I18,512,1024,0.5,4,18432,4.0,18,10,7.609591536503285,1.2401695879114845,0.5059426006861031,18.652677175636803,15.04042459793661,15.040424597936612
2026-03-04T17:25:29,IS-WiN-PC14,rep2_N18432_I20,512,1024,0.5,4,18432,4.0,20,10,8.44663396079559,1.1172715715872115,0.5618419836042449,16.79686508911275,15.033824824926759,15.033824824926755
2026-03-04T17:27:22,IS-WiN-PC14,rep2_N18432_I22,512,1024,0.5,4,18432,4.0,22,10,9.28330395598896,1.0165759997454105,0.61731569590047,15.287451886727274,15.03817903487377,15.03817903487377
