timestamp, utilization.gpu [%], power.draw [W]
2026/03/03 11:59:57.313, 5 %, 6.39 W
2026/03/03 11:59:58.314, 0 %, 10.58 W
2026/03/03 11:59:59.314, 0 %, 10.33 W
2026/03/03 12:00:00.314, 0 %, 10.33 W
2026/03/03 12:00:01.314, 0 %, 11.17 W
2026/03/03 12:00:02.314, 4 %, 11.50 W
2026/03/03 12:00:03.315, 4 %, 11.76 W
2026/03/03 12:00:04.315, 4 %, 11.73 W
2026/03/03 12:00:05.315, 4 %, 11.22 W
2026/03/03 12:00:06.316, 4 %, 10.99 W
2026/03/03 12:00:07.317, 5 %, 11.01 W
2026/03/03 12:00:08.317, 4 %, 10.72 W
2026/03/03 12:00:09.317, 4 %, 10.74 W
2026/03/03 12:00:10.317, 4 %, 10.68 W
2026/03/03 12:00:11.318, 2 %, 10.50 W
2026/03/03 12:00:12.318, 4 %, 10.90 W
2026/03/03 12:00:13.319, 4 %, 10.68 W
2026/03/03 12:00:14.319, 4 %, 10.70 W
2026/03/03 12:00:15.320, 4 %, 10.71 W
2026/03/03 12:00:16.320, 5 %, 11.08 W
2026/03/03 12:00:17.320, 9 %, 11.78 W
2026/03/03 12:00:18.320, 4 %, 10.81 W
2026/03/03 12:00:19.321, 19 %, 11.85 W
2026/03/03 12:00:20.321, 3 %, 10.98 W
2026/03/03 12:00:21.322, 5 %, 8.80 W
2026/03/03 12:00:22.322, 6 %, 5.76 W
2026/03/03 12:00:23.322, 4 %, 10.52 W
2026/03/03 12:00:24.323, 0 %, 10.35 W
2026/03/03 12:00:25.323, 0 %, 10.35 W
2026/03/03 12:00:26.324, 27 %, 11.73 W
2026/03/03 12:00:27.324, 5 %, 10.90 W
2026/03/03 12:00:28.324, 0 %, 11.56 W
2026/03/03 12:00:29.325, 4 %, 11.80 W
2026/03/03 12:00:30.325, 5 %, 10.92 W
2026/03/03 12:00:31.325, 5 %, 11.06 W
2026/03/03 12:00:32.325, 4 %, 11.08 W
2026/03/03 12:00:33.325, 4 %, 10.70 W
2026/03/03 12:00:34.326, 4 %, 10.77 W
2026/03/03 12:00:35.326, 4 %, 10.74 W
2026/03/03 12:00:36.327, 4 %, 10.72 W
2026/03/03 12:00:37.327, 4 %, 10.71 W
2026/03/03 12:00:38.327, 4 %, 10.69 W
2026/03/03 12:00:39.327, 4 %, 10.71 W
2026/03/03 12:00:40.328, 4 %, 11.01 W
2026/03/03 12:00:41.328, 4 %, 11.49 W
2026/03/03 12:00:42.328, 4 %, 11.38 W
2026/03/03 12:00:43.329, 0 %, 10.81 W
2026/03/03 12:00:44.329, 19 %, 12.02 W
2026/03/03 12:00:45.329, 4 %, 10.82 W
2026/03/03 12:00:46.330, 5 %, 8.67 W
2026/03/03 12:00:47.330, 6 %, 5.85 W
2026/03/03 12:00:48.330, 7 %, 9.84 W
2026/03/03 12:00:49.331, 0 %, 10.34 W
2026/03/03 12:00:50.331, 0 %, 10.32 W
2026/03/03 12:00:51.331, 0 %, 10.84 W
2026/03/03 12:00:52.332, 9 %, 11.64 W
2026/03/03 12:00:53.332, 4 %, 11.66 W
2026/03/03 12:00:54.332, 5 %, 11.88 W
2026/03/03 12:00:55.333, 5 %, 11.77 W
2026/03/03 12:00:56.333, 4 %, 10.83 W
2026/03/03 12:00:57.333, 4 %, 10.71 W
2026/03/03 12:00:58.333, 4 %, 10.82 W
2026/03/03 12:00:59.334, 6 %, 10.84 W
2026/03/03 12:01:00.334, 4 %, 10.78 W
2026/03/03 12:01:01.334, 4 %, 10.72 W
2026/03/03 12:01:02.335, 4 %, 10.74 W
2026/03/03 12:01:03.335, 4 %, 10.74 W
2026/03/03 12:01:04.336, 4 %, 10.97 W
2026/03/03 12:01:05.336, 4 %, 10.76 W
2026/03/03 12:01:06.336, 4 %, 10.96 W
2026/03/03 12:01:07.336, 4 %, 11.87 W
2026/03/03 12:01:08.337, 4 %, 11.43 W
2026/03/03 12:01:09.337, 9 %, 11.46 W
2026/03/03 12:01:10.338, 4 %, 8.41 W
2026/03/03 12:01:11.338, 3 %, 5.15 W
2026/03/03 12:01:12.339, 5 %, 7.41 W
2026/03/03 12:01:13.339, 0 %, 10.35 W
2026/03/03 12:01:14.339, 0 %, 10.35 W
2026/03/03 12:01:15.339, 0 %, 10.32 W
2026/03/03 12:01:16.339, 29 %, 11.66 W
2026/03/03 12:01:17.340, 5 %, 11.38 W
2026/03/03 12:01:18.340, 1 %, 11.75 W
2026/03/03 12:01:19.341, 4 %, 11.46 W
2026/03/03 12:01:20.341, 5 %, 10.91 W
2026/03/03 12:01:21.341, 5 %, 10.78 W
2026/03/03 12:01:22.342, 5 %, 11.07 W
2026/03/03 12:01:23.342, 6 %, 10.82 W
2026/03/03 12:01:24.342, 4 %, 10.78 W
2026/03/03 12:01:25.343, 4 %, 10.86 W
2026/03/03 12:01:26.343, 4 %, 10.71 W
2026/03/03 12:01:27.343, 4 %, 10.68 W
2026/03/03 12:01:28.343, 4 %, 10.95 W
2026/03/03 12:01:29.344, 6 %, 11.48 W
2026/03/03 12:01:30.344, 4 %, 11.13 W
2026/03/03 12:01:31.344, 5 %, 11.17 W
2026/03/03 12:01:32.345, 21 %, 11.87 W
2026/03/03 12:01:33.345, 5 %, 10.83 W
2026/03/03 12:01:34.346, 5 %, 8.43 W
2026/03/03 12:01:35.346, 5 %, 5.63 W
2026/03/03 12:01:36.346, 5 %, 5.54 W
2026/03/03 12:01:37.346, 5 %, 5.42 W
2026/03/03 12:01:38.346, 6 %, 5.68 W
2026/03/03 12:01:39.347, 6 %, 5.66 W
2026/03/03 12:01:40.347, 7 %, 9.08 W
2026/03/03 12:01:41.347, 0 %, 10.31 W
2026/03/03 12:01:42.347, 0 %, 10.30 W
2026/03/03 12:01:43.347, 0 %, 10.31 W
2026/03/03 12:01:44.348, 30 %, 11.71 W
2026/03/03 12:01:45.348, 4 %, 11.29 W
2026/03/03 12:01:46.348, 4 %, 11.73 W
2026/03/03 12:01:47.348, 4 %, 11.77 W
2026/03/03 12:01:48.348, 4 %, 11.01 W
2026/03/03 12:01:49.349, 5 %, 11.02 W
2026/03/03 12:01:50.349, 6 %, 10.86 W
2026/03/03 12:01:51.349, 4 %, 10.71 W
2026/03/03 12:01:52.349, 5 %, 10.94 W
2026/03/03 12:01:53.349, 4 %, 10.73 W
2026/03/03 12:01:54.350, 4 %, 10.68 W
2026/03/03 12:01:55.350, 4 %, 10.68 W
2026/03/03 12:01:56.350, 6 %, 11.14 W
2026/03/03 12:01:57.350, 4 %, 11.31 W
2026/03/03 12:01:58.350, 12 %, 11.59 W
2026/03/03 12:01:59.351, 9 %, 11.34 W
2026/03/03 12:02:00.351, 4 %, 8.45 W
2026/03/03 12:02:01.351, 10 %, 8.89 W
2026/03/03 12:02:02.351, 0 %, 10.32 W
2026/03/03 12:02:03.352, 0 %, 10.33 W
2026/03/03 12:02:04.352, 0 %, 10.31 W
2026/03/03 12:02:05.353, 28 %, 11.75 W
2026/03/03 12:02:06.353, 4 %, 11.60 W
2026/03/03 12:02:07.353, 4 %, 11.81 W
2026/03/03 12:02:08.353, 4 %, 11.65 W
2026/03/03 12:02:09.354, 4 %, 10.84 W
2026/03/03 12:02:10.354, 4 %, 11.02 W
2026/03/03 12:02:11.354, 2 %, 10.56 W
2026/03/03 12:02:12.354, 4 %, 10.73 W
2026/03/03 12:02:13.354, 5 %, 10.76 W
2026/03/03 12:02:14.354, 5 %, 10.77 W
2026/03/03 12:02:15.355, 4 %, 10.90 W
2026/03/03 12:02:16.355, 4 %, 10.73 W
2026/03/03 12:02:17.355, 5 %, 11.06 W
2026/03/03 12:02:18.355, 4 %, 11.53 W
2026/03/03 12:02:19.355, 4 %, 10.73 W
2026/03/03 12:02:20.355, 5 %, 10.96 W
2026/03/03 12:02:21.356, 19 %, 11.81 W
2026/03/03 12:02:22.356, 4 %, 10.73 W
2026/03/03 12:02:23.356, 4 %, 8.43 W
2026/03/03 12:02:24.356, 5 %, 6.59 W
2026/03/03 12:02:25.356, 0 %, 10.54 W
2026/03/03 12:02:26.357, 0 %, 10.34 W
2026/03/03 12:02:27.357, 0 %, 10.34 W
2026/03/03 12:02:28.357, 30 %, 11.73 W
2026/03/03 12:02:29.357, 5 %, 11.27 W
2026/03/03 12:02:30.357, 5 %, 11.86 W
2026/03/03 12:02:31.358, 5 %, 11.80 W
2026/03/03 12:02:32.358, 4 %, 11.11 W
2026/03/03 12:02:33.358, 6 %, 10.94 W
2026/03/03 12:02:34.359, 4 %, 10.94 W
2026/03/03 12:02:35.359, 5 %, 10.79 W
2026/03/03 12:02:36.359, 4 %, 10.70 W
2026/03/03 12:02:37.359, 5 %, 10.78 W
2026/03/03 12:02:38.360, 5 %, 11.01 W
2026/03/03 12:02:39.360, 4 %, 10.69 W
2026/03/03 12:02:40.360, 4 %, 10.84 W
2026/03/03 12:02:41.361, 4 %, 11.98 W
2026/03/03 12:02:42.361, 4 %, 10.79 W
2026/03/03 12:02:43.361, 4 %, 11.44 W
2026/03/03 12:02:44.361, 9 %, 11.38 W
2026/03/03 12:02:45.362, 4 %, 8.40 W
2026/03/03 12:02:46.362, 5 %, 5.69 W
2026/03/03 12:02:47.363, 7 %, 8.13 W
2026/03/03 12:02:48.363, 0 %, 10.33 W
2026/03/03 12:02:49.363, 0 %, 10.32 W
2026/03/03 12:02:50.364, 0 %, 10.31 W
2026/03/03 12:02:51.364, 31 %, 11.79 W
2026/03/03 12:02:52.364, 5 %, 11.17 W
2026/03/03 12:02:53.365, 0 %, 11.87 W
2026/03/03 12:02:54.365, 5 %, 11.44 W
2026/03/03 12:02:55.365, 5 %, 10.87 W
2026/03/03 12:02:56.365, 4 %, 10.68 W
2026/03/03 12:02:57.365, 6 %, 11.03 W
2026/03/03 12:02:58.366, 6 %, 10.89 W
2026/03/03 12:02:59.366, 4 %, 10.74 W
2026/03/03 12:03:00.366, 4 %, 10.96 W
2026/03/03 12:03:01.366, 4 %, 10.68 W
2026/03/03 12:03:02.366, 4 %, 10.69 W
2026/03/03 12:03:03.366, 4 %, 11.07 W
2026/03/03 12:03:04.367, 3 %, 12.13 W
2026/03/03 12:03:05.367, 4 %, 10.76 W
2026/03/03 12:03:06.367, 4 %, 10.74 W
2026/03/03 12:03:07.367, 4 %, 11.07 W
2026/03/03 12:03:08.367, 19 %, 11.80 W
2026/03/03 12:03:09.368, 4 %, 10.71 W
2026/03/03 12:03:10.368, 4 %, 8.24 W
2026/03/03 12:03:11.368, 3 %, 5.07 W
2026/03/03 12:03:12.368, 7 %, 5.77 W
2026/03/03 12:03:13.369, 5 %, 5.65 W
2026/03/03 12:03:14.369, 6 %, 5.72 W
2026/03/03 12:03:15.370, 7 %, 5.78 W
2026/03/03 12:03:16.370, 6 %, 5.63 W
2026/03/03 12:03:17.371, 7 %, 10.42 W
2026/03/03 12:03:18.371, 0 %, 10.29 W
2026/03/03 12:03:19.371, 0 %, 10.30 W
2026/03/03 12:03:20.371, 17 %, 11.67 W
2026/03/03 12:03:21.372, 4 %, 11.13 W
2026/03/03 12:03:22.372, 4 %, 11.68 W
2026/03/03 12:03:23.372, 4 %, 11.71 W
2026/03/03 12:03:24.372, 4 %, 11.13 W
2026/03/03 12:03:25.372, 5 %, 10.99 W
2026/03/03 12:03:26.373, 5 %, 10.94 W
2026/03/03 12:03:27.373, 4 %, 10.71 W
2026/03/03 12:03:28.373, 4 %, 10.70 W
2026/03/03 12:03:29.373, 4 %, 10.69 W
2026/03/03 12:03:30.374, 4 %, 10.81 W
2026/03/03 12:03:31.374, 4 %, 10.83 W
2026/03/03 12:03:32.374, 5 %, 11.09 W
2026/03/03 12:03:33.374, 5 %, 12.02 W
2026/03/03 12:03:34.374, 4 %, 10.74 W
2026/03/03 12:03:35.375, 19 %, 11.99 W
2026/03/03 12:03:36.375, 4 %, 10.75 W
2026/03/03 12:03:37.375, 4 %, 8.23 W
2026/03/03 12:03:38.375, 5 %, 7.83 W
2026/03/03 12:03:39.376, 0 %, 10.35 W
2026/03/03 12:03:40.377, 0 %, 10.34 W
2026/03/03 12:03:41.377, 0 %, 10.33 W
2026/03/03 12:03:42.377, 30 %, 11.68 W
2026/03/03 12:03:43.377, 4 %, 11.33 W
2026/03/03 12:03:44.377, 0 %, 11.47 W
2026/03/03 12:03:45.378, 5 %, 11.56 W
2026/03/03 12:03:46.378, 4 %, 10.72 W
2026/03/03 12:03:47.378, 5 %, 10.95 W
2026/03/03 12:03:48.378, 5 %, 10.89 W
2026/03/03 12:03:49.379, 5 %, 10.75 W
2026/03/03 12:03:50.379, 4 %, 10.73 W
2026/03/03 12:03:51.379, 5 %, 10.74 W
2026/03/03 12:03:52.379, 5 %, 11.04 W
2026/03/03 12:03:53.379, 6 %, 11.25 W
2026/03/03 12:03:54.380, 4 %, 11.87 W
2026/03/03 12:03:55.380, 4 %, 11.05 W
2026/03/03 12:03:56.381, 19 %, 11.92 W
2026/03/03 12:03:57.381, 5 %, 10.82 W
2026/03/03 12:03:58.381, 5 %, 8.30 W
2026/03/03 12:03:59.381, 6 %, 5.67 W
2026/03/03 12:04:00.381, 6 %, 9.45 W
2026/03/03 12:04:01.382, 0 %, 10.34 W
2026/03/03 12:04:02.382, 0 %, 10.34 W
2026/03/03 12:04:03.383, 0 %, 11.13 W
2026/03/03 12:04:04.383, 4 %, 11.40 W
2026/03/03 12:04:05.388, 5 %, 11.66 W
2026/03/03 12:04:06.388, 5 %, 11.80 W
2026/03/03 12:04:07.388, 5 %, 11.67 W
2026/03/03 12:04:08.388, 4 %, 11.06 W
2026/03/03 12:04:09.388, 4 %, 10.84 W
2026/03/03 12:04:10.389, 4 %, 10.70 W
2026/03/03 12:04:11.389, 2 %, 10.53 W
2026/03/03 12:04:12.389, 4 %, 10.62 W
2026/03/03 12:04:13.390, 5 %, 10.98 W
2026/03/03 12:04:14.390, 5 %, 11.03 W
2026/03/03 12:04:15.390, 6 %, 12.38 W
2026/03/03 12:04:16.390, 4 %, 11.10 W
2026/03/03 12:04:17.390, 4 %, 10.99 W
2026/03/03 12:04:18.391, 23 %, 11.89 W
2026/03/03 12:04:19.391, 4 %, 10.76 W
2026/03/03 12:04:20.391, 4 %, 8.27 W
2026/03/03 12:04:21.391, 5 %, 6.27 W
2026/03/03 12:04:22.391, 4 %, 10.96 W
2026/03/03 12:04:23.392, 0 %, 10.34 W
2026/03/03 12:04:24.392, 0 %, 10.35 W
2026/03/03 12:04:25.392, 28 %, 11.75 W
2026/03/03 12:04:26.393, 4 %, 11.18 W
2026/03/03 12:04:27.393, 2 %, 11.75 W
2026/03/03 12:04:28.393, 4 %, 11.71 W
2026/03/03 12:04:29.393, 4 %, 10.97 W
2026/03/03 12:04:30.393, 6 %, 11.06 W
2026/03/03 12:04:31.394, 5 %, 10.84 W
2026/03/03 12:04:32.394, 4 %, 10.67 W
2026/03/03 12:04:33.394, 4 %, 10.95 W
2026/03/03 12:04:34.394, 5 %, 10.77 W
2026/03/03 12:04:35.394, 5 %, 10.88 W
2026/03/03 12:04:36.394, 7 %, 11.40 W
2026/03/03 12:04:37.395, 5 %, 12.51 W
2026/03/03 12:04:38.395, 4 %, 10.83 W
2026/03/03 12:04:39.395, 19 %, 12.05 W
2026/03/03 12:04:40.395, 4 %, 10.86 W
2026/03/03 12:04:41.396, 4 %, 8.44 W
2026/03/03 12:04:42.396, 5 %, 5.75 W
2026/03/03 12:04:43.396, 5 %, 5.64 W
2026/03/03 12:04:44.396, 1 %, 5.55 W
2026/03/03 12:04:45.396, 6 %, 5.72 W
2026/03/03 12:04:46.396, 7 %, 9.36 W
2026/03/03 12:04:47.397, 0 %, 10.33 W
2026/03/03 12:04:48.397, 0 %, 10.33 W
2026/03/03 12:04:49.398, 0 %, 10.95 W
2026/03/03 12:04:50.398, 4 %, 11.40 W
2026/03/03 12:04:51.398, 4 %, 11.72 W
2026/03/03 12:04:52.398, 4 %, 11.73 W
2026/03/03 12:04:53.398, 4 %, 11.57 W
2026/03/03 12:04:54.398, 4 %, 10.71 W
2026/03/03 12:04:55.399, 6 %, 11.04 W
2026/03/03 12:04:56.399, 3 %, 10.75 W
2026/03/03 12:04:57.399, 4 %, 10.72 W
2026/03/03 12:04:58.399, 5 %, 11.00 W
2026/03/03 12:04:59.399, 4 %, 10.71 W
2026/03/03 12:05:00.399, 4 %, 10.70 W
2026/03/03 12:05:01.399, 4 %, 10.88 W
2026/03/03 12:05:02.400, 5 %, 10.92 W
2026/03/03 12:05:03.400, 11 %, 12.64 W
2026/03/03 12:05:04.400, 5 %, 10.95 W
2026/03/03 12:05:05.400, 20 %, 12.02 W
2026/03/03 12:05:06.401, 4 %, 10.76 W
2026/03/03 12:05:07.402, 4 %, 8.20 W
2026/03/03 12:05:08.402, 10 %, 8.53 W
2026/03/03 12:05:09.402, 0 %, 10.33 W
2026/03/03 12:05:10.403, 0 %, 10.34 W
2026/03/03 12:05:11.403, 0 %, 10.32 W
2026/03/03 12:05:12.403, 28 %, 11.54 W
2026/03/03 12:05:13.403, 5 %, 11.48 W
2026/03/03 12:05:14.403, 5 %, 11.77 W
2026/03/03 12:05:15.404, 4 %, 11.67 W
2026/03/03 12:05:16.404, 5 %, 10.82 W
2026/03/03 12:05:17.404, 5 %, 11.05 W
2026/03/03 12:05:18.404, 3 %, 10.84 W
2026/03/03 12:05:19.404, 4 %, 10.80 W
2026/03/03 12:05:20.404, 5 %, 10.83 W
2026/03/03 12:05:21.405, 5 %, 10.80 W
2026/03/03 12:05:22.405, 5 %, 11.02 W
2026/03/03 12:05:23.405, 4 %, 10.80 W
2026/03/03 12:05:24.405, 4 %, 10.86 W
2026/03/03 12:05:25.405, 6 %, 11.20 W
2026/03/03 12:05:26.405, 4 %, 11.48 W
2026/03/03 12:05:27.406, 5 %, 10.96 W
2026/03/03 12:05:28.406, 20 %, 11.82 W
2026/03/03 12:05:29.406, 5 %, 11.03 W
2026/03/03 12:05:30.406, 5 %, 8.20 W
2026/03/03 12:05:31.406, 5 %, 5.62 W
2026/03/03 12:05:32.406, 5 %, 5.71 W
2026/03/03 12:05:33.407, 6 %, 5.59 W
2026/03/03 12:05:34.407, 6 %, 5.78 W
2026/03/03 12:05:35.407, 5 %, 8.29 W
2026/03/03 12:05:36.408, 0 %, 10.32 W
2026/03/03 12:05:37.408, 0 %, 10.33 W
2026/03/03 12:05:38.409, 0 %, 10.69 W
2026/03/03 12:05:39.409, 8 %, 11.45 W
2026/03/03 12:05:40.409, 4 %, 11.63 W
2026/03/03 12:05:41.409, 4 %, 11.74 W
2026/03/03 12:05:42.409, 4 %, 11.75 W
2026/03/03 12:05:43.410, 4 %, 11.16 W
2026/03/03 12:05:44.410, 0 %, 10.74 W
2026/03/03 12:05:45.410, 4 %, 10.81 W
2026/03/03 12:05:46.410, 5 %, 10.75 W
2026/03/03 12:05:47.410, 5 %, 10.78 W
2026/03/03 12:05:48.410, 4 %, 10.89 W
2026/03/03 12:05:49.410, 4 %, 10.79 W
2026/03/03 12:05:50.410, 4 %, 10.84 W
2026/03/03 12:05:51.411, 4 %, 11.87 W
2026/03/03 12:05:52.411, 5 %, 10.84 W
2026/03/03 12:05:53.411, 21 %, 11.57 W
2026/03/03 12:05:54.411, 5 %, 11.35 W
2026/03/03 12:05:55.411, 5 %, 8.22 W
2026/03/03 12:05:56.412, 6 %, 5.79 W
2026/03/03 12:05:57.412, 5 %, 6.93 W
2026/03/03 12:05:58.412, 0 %, 10.43 W
2026/03/03 12:05:59.413, 0 %, 10.34 W
2026/03/03 12:06:00.413, 0 %, 10.35 W
2026/03/03 12:06:01.413, 28 %, 11.75 W
2026/03/03 12:06:02.413, 4 %, 11.57 W
2026/03/03 12:06:03.414, 4 %, 11.84 W
2026/03/03 12:06:04.414, 4 %, 11.38 W
2026/03/03 12:06:05.414, 5 %, 10.75 W
2026/03/03 12:06:06.414, 5 %, 11.16 W
2026/03/03 12:06:07.415, 6 %, 10.99 W
2026/03/03 12:06:08.415, 5 %, 10.76 W
2026/03/03 12:06:09.415, 5 %, 10.77 W
2026/03/03 12:06:10.415, 4 %, 10.74 W
2026/03/03 12:06:11.415, 2 %, 10.74 W
2026/03/03 12:06:12.415, 4 %, 10.67 W
2026/03/03 12:06:13.416, 4 %, 11.03 W
2026/03/03 12:06:14.416, 5 %, 12.01 W
2026/03/03 12:06:15.416, 5 %, 10.82 W
2026/03/03 12:06:16.416, 5 %, 11.32 W
2026/03/03 12:06:17.416, 19 %, 11.81 W
2026/03/03 12:06:18.417, 5 %, 10.77 W
2026/03/03 12:06:19.417, 5 %, 8.24 W
2026/03/03 12:06:20.417, 5 %, 5.66 W
2026/03/03 12:06:21.417, 5 %, 5.61 W
2026/03/03 12:06:22.417, 5 %, 5.54 W
2026/03/03 12:06:23.418, 6 %, 9.48 W
2026/03/03 12:06:24.418, 0 %, 10.31 W
2026/03/03 12:06:25.418, 0 %, 10.30 W
2026/03/03 12:06:26.418, 0 %, 10.28 W
2026/03/03 12:06:27.418, 34 %, 11.74 W
2026/03/03 12:06:28.419, 5 %, 11.39 W
2026/03/03 12:06:29.419, 4 %, 11.61 W
2026/03/03 12:06:30.419, 4 %, 11.69 W
2026/03/03 12:06:31.419, 5 %, 11.28 W
2026/03/03 12:06:32.420, 5 %, 10.92 W
2026/03/03 12:06:33.420, 4 %, 10.77 W
2026/03/03 12:06:34.421, 4 %, 10.64 W
2026/03/03 12:06:35.421, 4 %, 10.66 W
2026/03/03 12:06:36.421, 4 %, 10.63 W
2026/03/03 12:06:37.422, 4 %, 10.73 W
2026/03/03 12:06:38.422, 5 %, 11.27 W
2026/03/03 12:06:39.422, 21 %, 12.18 W
2026/03/03 12:06:40.422, 5 %, 11.03 W
2026/03/03 12:06:41.422, 20 %, 11.89 W
2026/03/03 12:06:42.422, 4 %, 10.76 W
2026/03/03 12:06:43.423, 4 %, 8.24 W
2026/03/03 12:06:44.423, 1 %, 5.54 W
2026/03/03 12:06:45.423, 10 %, 9.62 W
2026/03/03 12:06:46.424, 0 %, 10.34 W
2026/03/03 12:06:47.424, 0 %, 10.33 W
2026/03/03 12:06:48.425, 0 %, 10.44 W
2026/03/03 12:06:49.425, 42 %, 11.74 W
2026/03/03 12:06:50.425, 4 %, 11.40 W
2026/03/03 12:06:51.425, 4 %, 11.82 W
2026/03/03 12:06:52.425, 4 %, 11.57 W
2026/03/03 12:06:53.426, 4 %, 10.74 W
2026/03/03 12:06:54.426, 4 %, 10.82 W
2026/03/03 12:06:55.426, 4 %, 11.01 W
2026/03/03 12:06:56.426, 4 %, 10.76 W
2026/03/03 12:06:57.426, 4 %, 10.75 W
2026/03/03 12:06:58.426, 4 %, 10.68 W
2026/03/03 12:06:59.427, 4 %, 10.68 W
2026/03/03 12:07:00.427, 4 %, 10.70 W
2026/03/03 12:07:01.427, 4 %, 11.05 W
2026/03/03 12:07:02.427, 4 %, 11.14 W
2026/03/03 12:07:03.427, 4 %, 12.27 W
2026/03/03 12:07:04.427, 4 %, 11.03 W
2026/03/03 12:07:05.428, 18 %, 12.02 W
2026/03/03 12:07:06.428, 4 %, 10.78 W
2026/03/03 12:07:07.429, 4 %, 8.20 W
2026/03/03 12:07:08.429, 5 %, 5.72 W
2026/03/03 12:07:09.430, 4 %, 10.49 W
2026/03/03 12:07:10.430, 0 %, 10.35 W
2026/03/03 12:07:11.431, 0 %, 10.33 W
2026/03/03 12:07:12.431, 22 %, 11.66 W
2026/03/03 12:07:13.431, 4 %, 11.11 W
2026/03/03 12:07:14.433, 3 %, 11.71 W
2026/03/03 12:07:15.433, 4 %, 11.73 W
2026/03/03 12:07:16.433, 4 %, 10.98 W
2026/03/03 12:07:17.433, 4 %, 10.90 W
2026/03/03 12:07:18.433, 4 %, 11.03 W
2026/03/03 12:07:19.434, 5 %, 10.83 W
2026/03/03 12:07:20.435, 4 %, 10.76 W
2026/03/03 12:07:21.436, 4 %, 10.77 W
2026/03/03 12:07:22.436, 4 %, 10.75 W
2026/03/03 12:07:23.437, 4 %, 11.01 W
2026/03/03 12:07:24.438, 5 %, 10.77 W
2026/03/03 12:07:25.438, 5 %, 11.43 W
2026/03/03 12:07:26.439, 20 %, 12.59 W
2026/03/03 12:07:27.439, 4 %, 10.99 W
2026/03/03 12:07:28.440, 19 %, 11.70 W
2026/03/03 12:07:29.440, 5 %, 11.22 W
2026/03/03 12:07:30.441, 4 %, 8.26 W
2026/03/03 12:07:31.441, 5 %, 5.74 W
2026/03/03 12:07:32.441, 5 %, 5.55 W
2026/03/03 12:07:33.442, 6 %, 5.60 W
2026/03/03 12:07:34.442, 6 %, 5.56 W
2026/03/03 12:07:35.442, 5 %, 5.72 W
2026/03/03 12:07:36.443, 6 %, 5.77 W
2026/03/03 12:07:37.444, 6 %, 7.81 W
2026/03/03 12:07:38.445, 0 %, 10.34 W
2026/03/03 12:07:39.445, 0 %, 10.33 W
2026/03/03 12:07:40.446, 0 %, 10.32 W
2026/03/03 12:07:41.447, 13 %, 11.65 W
2026/03/03 12:07:42.448, 4 %, 11.19 W
2026/03/03 12:07:43.448, 4 %, 11.78 W
2026/03/03 12:07:44.448, 0 %, 11.37 W
2026/03/03 12:07:45.448, 4 %, 11.34 W
2026/03/03 12:07:46.449, 5 %, 10.82 W
2026/03/03 12:07:47.449, 7 %, 10.88 W
2026/03/03 12:07:48.450, 3 %, 10.69 W
2026/03/03 12:07:49.450, 5 %, 10.68 W
2026/03/03 12:07:50.450, 4 %, 10.69 W
2026/03/03 12:07:51.451, 5 %, 10.96 W
2026/03/03 12:07:52.451, 4 %, 10.66 W
2026/03/03 12:07:53.451, 4 %, 11.18 W
2026/03/03 12:07:54.451, 4 %, 12.69 W
2026/03/03 12:07:55.452, 4 %, 10.84 W
2026/03/03 12:07:56.452, 18 %, 11.60 W
2026/03/03 12:07:57.452, 5 %, 11.28 W
2026/03/03 12:07:58.453, 4 %, 8.20 W
2026/03/03 12:07:59.453, 6 %, 5.87 W
2026/03/03 12:08:00.453, 5 %, 11.25 W
2026/03/03 12:08:01.454, 0 %, 10.55 W
2026/03/03 12:08:02.454, 0 %, 10.34 W
2026/03/03 12:08:03.454, 34 %, 11.61 W
2026/03/03 12:08:04.454, 4 %, 11.07 W
2026/03/03 12:08:05.454, 0 %, 11.54 W
2026/03/03 12:08:06.455, 4 %, 11.83 W
2026/03/03 12:08:07.455, 5 %, 10.88 W
2026/03/03 12:08:08.455, 5 %, 11.30 W
2026/03/03 12:08:09.456, 4 %, 10.84 W
2026/03/03 12:08:10.456, 4 %, 10.78 W
2026/03/03 12:08:11.457, 2 %, 10.53 W
2026/03/03 12:08:12.457, 2 %, 10.61 W
2026/03/03 12:08:13.457, 4 %, 10.93 W
2026/03/03 12:08:14.457, 5 %, 10.93 W
2026/03/03 12:08:15.458, 4 %, 11.14 W
2026/03/03 12:08:16.458, 32 %, 13.09 W
2026/03/03 12:08:17.458, 4 %, 10.74 W
2026/03/03 12:08:18.458, 5 %, 11.46 W
2026/03/03 12:08:19.459, 12 %, 11.63 W
2026/03/03 12:08:20.459, 4 %, 8.19 W
2026/03/03 12:08:21.459, 6 %, 5.62 W
2026/03/03 12:08:22.459, 6 %, 5.58 W
2026/03/03 12:08:23.460, 5 %, 8.56 W
2026/03/03 12:08:24.460, 0 %, 10.34 W
2026/03/03 12:08:25.461, 0 %, 10.35 W
2026/03/03 12:08:26.461, 0 %, 10.93 W
2026/03/03 12:08:27.461, 20 %, 11.53 W
2026/03/03 12:08:28.461, 5 %, 11.59 W
2026/03/03 12:08:29.462, 5 %, 11.82 W
2026/03/03 12:08:30.462, 5 %, 11.69 W
2026/03/03 12:08:31.462, 4 %, 10.87 W
2026/03/03 12:08:32.462, 5 %, 11.15 W
2026/03/03 12:08:33.462, 6 %, 10.78 W
