timestamp, utilization.gpu [%], power.draw [W]
2026/03/03 13:40:51.357, 6 %, 7.92 W
2026/03/03 13:40:52.358, 5 %, 5.86 W
2026/03/03 13:40:53.358, 5 %, 9.53 W
2026/03/03 13:40:54.358, 0 %, 10.42 W
2026/03/03 13:40:55.358, 0 %, 10.39 W
2026/03/03 13:40:56.359, 30 %, 11.32 W
2026/03/03 13:40:57.359, 4 %, 11.28 W
2026/03/03 13:40:58.359, 5 %, 11.94 W
2026/03/03 13:40:59.359, 4 %, 11.84 W
2026/03/03 13:41:00.360, 5 %, 11.12 W
2026/03/03 13:41:01.360, 5 %, 11.31 W
2026/03/03 13:41:02.360, 3 %, 10.92 W
2026/03/03 13:41:03.360, 4 %, 10.79 W
2026/03/03 13:41:04.360, 4 %, 10.76 W
2026/03/03 13:41:05.361, 4 %, 10.94 W
2026/03/03 13:41:06.361, 1 %, 10.81 W
2026/03/03 13:41:07.361, 1 %, 10.83 W
2026/03/03 13:41:08.361, 1 %, 10.86 W
2026/03/03 13:41:09.361, 16 %, 11.52 W
2026/03/03 13:41:10.362, 1 %, 14.85 W
2026/03/03 13:41:11.362, 0 %, 10.79 W
2026/03/03 13:41:12.362, 14 %, 11.66 W
2026/03/03 13:41:13.362, 4 %, 11.12 W
2026/03/03 13:41:14.363, 1 %, 7.91 W
2026/03/03 13:41:15.363, 1 %, 5.78 W
2026/03/03 13:41:16.364, 2 %, 8.19 W
2026/03/03 13:41:17.364, 0 %, 10.40 W
2026/03/03 13:41:18.365, 0 %, 10.39 W
2026/03/03 13:41:19.365, 0 %, 10.39 W
2026/03/03 13:41:20.365, 1 %, 11.99 W
2026/03/03 13:41:21.366, 1 %, 11.39 W
2026/03/03 13:41:22.366, 4 %, 11.61 W
2026/03/03 13:41:23.367, 4 %, 12.17 W
2026/03/03 13:41:24.367, 1 %, 10.97 W
2026/03/03 13:41:25.367, 2 %, 11.27 W
2026/03/03 13:41:26.367, 1 %, 10.96 W
2026/03/03 13:41:27.368, 1 %, 10.78 W
2026/03/03 13:41:28.368, 2 %, 10.82 W
2026/03/03 13:41:29.368, 1 %, 10.79 W
2026/03/03 13:41:30.369, 1 %, 11.04 W
2026/03/03 13:41:31.370, 2 %, 10.96 W
2026/03/03 13:41:32.370, 2 %, 10.89 W
2026/03/03 13:41:33.370, 4 %, 11.01 W
2026/03/03 13:41:34.371, 2 %, 15.86 W
2026/03/03 13:41:35.371, 1 %, 10.93 W
2026/03/03 13:41:36.371, 17 %, 12.02 W
2026/03/03 13:41:37.372, 1 %, 11.14 W
2026/03/03 13:41:38.372, 2 %, 8.00 W
2026/03/03 13:41:39.372, 2 %, 5.81 W
2026/03/03 13:41:40.372, 2 %, 10.07 W
2026/03/03 13:41:41.372, 0 %, 10.42 W
2026/03/03 13:41:42.373, 0 %, 10.41 W
2026/03/03 13:41:43.373, 31 %, 10.96 W
2026/03/03 13:41:44.373, 1 %, 11.74 W
2026/03/03 13:41:45.373, 0 %, 11.54 W
2026/03/03 13:41:46.373, 4 %, 11.83 W
2026/03/03 13:41:47.373, 1 %, 11.00 W
2026/03/03 13:41:48.374, 2 %, 11.09 W
2026/03/03 13:41:49.374, 3 %, 11.20 W
2026/03/03 13:41:50.374, 1 %, 10.93 W
2026/03/03 13:41:51.374, 1 %, 10.82 W
2026/03/03 13:41:52.374, 4 %, 11.03 W
2026/03/03 13:41:53.374, 1 %, 10.83 W
2026/03/03 13:41:54.375, 1 %, 10.77 W
2026/03/03 13:41:55.375, 1 %, 10.75 W
2026/03/03 13:41:56.375, 1 %, 11.00 W
2026/03/03 13:41:57.375, 4 %, 11.45 W
2026/03/03 13:41:58.375, 2 %, 12.74 W
2026/03/03 13:41:59.375, 1 %, 11.09 W
2026/03/03 13:42:00.376, 13 %, 11.39 W
2026/03/03 13:42:01.376, 1 %, 11.60 W
2026/03/03 13:42:02.376, 1 %, 10.82 W
2026/03/03 13:42:03.376, 1 %, 7.82 W
2026/03/03 13:42:04.377, 1 %, 5.84 W
2026/03/03 13:42:05.377, 2 %, 5.76 W
2026/03/03 13:42:06.377, 2 %, 5.83 W
2026/03/03 13:42:07.377, 1 %, 5.71 W
2026/03/03 13:42:08.377, 1 %, 5.73 W
2026/03/03 13:42:09.378, 0 %, 10.24 W
2026/03/03 13:42:10.378, 0 %, 10.35 W
2026/03/03 13:42:11.379, 0 %, 10.36 W
2026/03/03 13:42:12.379, 0 %, 11.54 W
2026/03/03 13:42:13.379, 1 %, 11.26 W
2026/03/03 13:42:14.379, 4 %, 11.97 W
2026/03/03 13:42:15.379, 3 %, 11.94 W
2026/03/03 13:42:16.380, 1 %, 11.04 W
2026/03/03 13:42:17.380, 1 %, 11.09 W
2026/03/03 13:42:18.380, 0 %, 11.11 W
2026/03/03 13:42:19.380, 0 %, 10.81 W
2026/03/03 13:42:20.381, 1 %, 10.74 W
2026/03/03 13:42:21.381, 1 %, 10.73 W
2026/03/03 13:42:22.381, 1 %, 10.71 W
2026/03/03 13:42:23.381, 1 %, 10.71 W
2026/03/03 13:42:24.381, 1 %, 11.02 W
2026/03/03 13:42:25.382, 1 %, 11.00 W
2026/03/03 13:42:26.382, 1 %, 13.71 W
2026/03/03 13:42:27.382, 17 %, 11.53 W
2026/03/03 13:42:28.382, 1 %, 11.81 W
2026/03/03 13:42:29.382, 0 %, 10.81 W
2026/03/03 13:42:30.382, 3 %, 7.61 W
2026/03/03 13:42:31.383, 0 %, 8.30 W
2026/03/03 13:42:32.383, 0 %, 10.40 W
2026/03/03 13:42:33.383, 0 %, 10.41 W
2026/03/03 13:42:34.383, 26 %, 10.61 W
2026/03/03 13:42:35.383, 0 %, 11.48 W
2026/03/03 13:42:36.383, 0 %, 11.41 W
2026/03/03 13:42:37.384, 0 %, 11.59 W
2026/03/03 13:42:38.385, 0 %, 11.25 W
2026/03/03 13:42:39.385, 1 %, 10.88 W
2026/03/03 13:42:40.385, 6 %, 11.71 W
2026/03/03 13:42:41.385, 2 %, 11.12 W
2026/03/03 13:42:42.385, 3 %, 11.17 W
2026/03/03 13:42:43.385, 0 %, 10.82 W
2026/03/03 13:42:44.386, 1 %, 10.47 W
2026/03/03 13:42:45.386, 4 %, 10.97 W
2026/03/03 13:42:46.387, 3 %, 11.10 W
2026/03/03 13:42:47.387, 36 %, 12.78 W
2026/03/03 13:42:48.387, 3 %, 15.56 W
2026/03/03 13:42:49.388, 5 %, 11.35 W
2026/03/03 13:42:50.388, 25 %, 11.85 W
2026/03/03 13:42:51.388, 0 %, 11.06 W
2026/03/03 13:42:52.388, 1 %, 7.14 W
2026/03/03 13:42:53.389, 4 %, 5.67 W
2026/03/03 13:42:54.389, 5 %, 6.87 W
2026/03/03 13:42:55.389, 0 %, 10.95 W
2026/03/03 13:42:56.389, 1 %, 10.53 W
2026/03/03 13:42:57.390, 0 %, 10.52 W
2026/03/03 13:42:58.390, 34 %, 11.65 W
2026/03/03 13:42:59.390, 0 %, 10.98 W
2026/03/03 13:43:00.390, 2 %, 11.79 W
2026/03/03 13:43:01.390, 0 %, 11.54 W
2026/03/03 13:43:02.391, 0 %, 10.87 W
2026/03/03 13:43:03.391, 1 %, 10.89 W
2026/03/03 13:43:04.391, 3 %, 10.91 W
2026/03/03 13:43:05.391, 1 %, 10.69 W
2026/03/03 13:43:06.392, 1 %, 10.60 W
2026/03/03 13:43:07.392, 0 %, 10.56 W
2026/03/03 13:43:08.392, 3 %, 10.85 W
2026/03/03 13:43:09.392, 3 %, 10.99 W
2026/03/03 13:43:10.392, 1 %, 11.00 W
2026/03/03 13:43:11.393, 1 %, 11.04 W
2026/03/03 13:43:12.393, 4 %, 10.73 W
2026/03/03 13:43:13.393, 26 %, 15.71 W
2026/03/03 13:43:14.393, 5 %, 11.20 W
2026/03/03 13:43:15.393, 22 %, 11.89 W
2026/03/03 13:43:16.394, 3 %, 11.77 W
2026/03/03 13:43:17.394, 3 %, 11.10 W
2026/03/03 13:43:18.394, 4 %, 8.24 W
2026/03/03 13:43:19.395, 2 %, 9.94 W
2026/03/03 13:43:20.405, 2 %, 10.91 W
2026/03/03 13:43:21.406, 2 %, 10.85 W
2026/03/03 13:43:22.406, 18 %, 10.99 W
2026/03/03 13:43:23.406, 2 %, 11.81 W
2026/03/03 13:43:24.407, 3 %, 11.53 W
2026/03/03 13:43:25.407, 1 %, 11.89 W
2026/03/03 13:43:26.407, 3 %, 11.74 W
2026/03/03 13:43:27.407, 6 %, 11.26 W
2026/03/03 13:43:28.408, 3 %, 11.23 W
2026/03/03 13:43:29.408, 3 %, 10.99 W
2026/03/03 13:43:30.409, 3 %, 10.98 W
2026/03/03 13:43:31.409, 3 %, 10.96 W
2026/03/03 13:43:32.410, 3 %, 11.50 W
2026/03/03 13:43:33.410, 2 %, 11.15 W
2026/03/03 13:43:34.410, 3 %, 11.03 W
2026/03/03 13:43:35.410, 17 %, 11.64 W
2026/03/03 13:43:36.411, 3 %, 16.87 W
2026/03/03 13:43:37.411, 4 %, 11.25 W
2026/03/03 13:43:38.411, 18 %, 11.72 W
2026/03/03 13:43:39.412, 3 %, 12.03 W
2026/03/03 13:43:40.412, 3 %, 11.06 W
2026/03/03 13:43:41.412, 5 %, 8.14 W
2026/03/03 13:43:42.412, 8 %, 6.80 W
2026/03/03 13:43:43.412, 4 %, 11.32 W
2026/03/03 13:43:44.412, 3 %, 10.99 W
2026/03/03 13:43:45.413, 4 %, 10.99 W
2026/03/03 13:43:46.413, 4 %, 12.00 W
2026/03/03 13:43:47.413, 4 %, 11.44 W
2026/03/03 13:43:48.413, 4 %, 12.10 W
2026/03/03 13:43:49.413, 3 %, 11.82 W
2026/03/03 13:43:50.413, 4 %, 11.05 W
2026/03/03 13:43:51.414, 2 %, 11.31 W
2026/03/03 13:43:52.414, 3 %, 11.49 W
2026/03/03 13:43:53.415, 2 %, 11.06 W
2026/03/03 13:43:54.415, 2 %, 10.82 W
2026/03/03 13:43:55.415, 2 %, 11.22 W
2026/03/03 13:43:56.416, 2 %, 10.82 W
2026/03/03 13:43:57.416, 2 %, 10.80 W
2026/03/03 13:43:58.417, 2 %, 11.28 W
2026/03/03 13:43:59.417, 2 %, 11.00 W
2026/03/03 13:44:00.417, 2 %, 10.96 W
2026/03/03 13:44:01.417, 2 %, 11.15 W
2026/03/03 13:44:02.418, 3 %, 17.38 W
2026/03/03 13:44:03.418, 3 %, 11.40 W
2026/03/03 13:44:04.418, 18 %, 11.90 W
2026/03/03 13:44:05.418, 3 %, 11.99 W
2026/03/03 13:44:06.418, 3 %, 11.14 W
2026/03/03 13:44:07.418, 4 %, 8.17 W
2026/03/03 13:44:08.418, 10 %, 6.51 W
2026/03/03 13:44:09.419, 2 %, 10.66 W
2026/03/03 13:44:10.419, 2 %, 10.88 W
2026/03/03 13:44:11.419, 0 %, 10.71 W
2026/03/03 13:44:12.419, 47 %, 11.86 W
2026/03/03 13:44:13.419, 3 %, 11.40 W
2026/03/03 13:44:14.419, 3 %, 12.02 W
2026/03/03 13:44:15.420, 4 %, 12.07 W
2026/03/03 13:44:16.420, 3 %, 11.45 W
2026/03/03 13:44:17.420, 3 %, 11.26 W
2026/03/03 13:44:18.420, 4 %, 11.30 W
2026/03/03 13:44:19.420, 2 %, 11.03 W
2026/03/03 13:44:20.421, 2 %, 10.82 W
2026/03/03 13:44:21.421, 2 %, 10.84 W
2026/03/03 13:44:22.421, 2 %, 10.83 W
2026/03/03 13:44:23.422, 2 %, 11.09 W
2026/03/03 13:44:24.422, 2 %, 10.85 W
2026/03/03 13:44:25.423, 3 %, 11.22 W
2026/03/03 13:44:26.423, 3 %, 11.13 W
2026/03/03 13:44:27.423, 3 %, 11.36 W
2026/03/03 13:44:28.423, 3 %, 11.28 W
2026/03/03 13:44:29.423, 2 %, 18.41 W
2026/03/03 13:44:30.423, 2 %, 11.35 W
2026/03/03 13:44:31.424, 17 %, 11.49 W
2026/03/03 13:44:32.424, 4 %, 12.32 W
2026/03/03 13:44:33.424, 3 %, 11.22 W
2026/03/03 13:44:34.424, 5 %, 8.18 W
2026/03/03 13:44:35.425, 7 %, 7.20 W
2026/03/03 13:44:36.425, 3 %, 11.16 W
2026/03/03 13:44:37.426, 3 %, 10.97 W
2026/03/03 13:44:38.426, 3 %, 11.03 W
2026/03/03 13:44:39.426, 3 %, 12.05 W
2026/03/03 13:44:40.426, 3 %, 11.78 W
2026/03/03 13:44:41.427, 3 %, 12.09 W
2026/03/03 13:44:42.427, 3 %, 11.88 W
2026/03/03 13:44:43.428, 3 %, 11.34 W
2026/03/03 13:44:44.428, 5 %, 11.16 W
2026/03/03 13:44:45.428, 2 %, 11.22 W
2026/03/03 13:44:46.428, 2 %, 11.10 W
2026/03/03 13:44:47.428, 2 %, 10.88 W
2026/03/03 13:44:48.429, 3 %, 10.91 W
2026/03/03 13:44:49.429, 3 %, 11.30 W
2026/03/03 13:44:50.430, 3 %, 11.05 W
2026/03/03 13:44:51.431, 3 %, 11.08 W
2026/03/03 13:44:52.431, 2 %, 11.53 W
2026/03/03 13:44:53.432, 3 %, 11.16 W
2026/03/03 13:44:54.432, 4 %, 11.20 W
2026/03/03 13:44:55.432, 5 %, 11.26 W
2026/03/03 13:44:56.433, 71 %, 14.10 W
2026/03/03 13:44:57.433, 2 %, 16.70 W
2026/03/03 13:44:58.433, 2 %, 11.27 W
2026/03/03 13:44:59.434, 18 %, 11.26 W
2026/03/03 13:45:00.434, 4 %, 12.41 W
2026/03/03 13:45:01.434, 4 %, 11.16 W
2026/03/03 13:45:02.434, 6 %, 8.42 W
2026/03/03 13:45:03.435, 5 %, 6.35 W
2026/03/03 13:45:04.435, 4 %, 6.33 W
2026/03/03 13:45:05.436, 4 %, 6.24 W
2026/03/03 13:45:06.436, 4 %, 6.46 W
2026/03/03 13:45:07.436, 4 %, 6.34 W
2026/03/03 13:45:08.437, 2 %, 9.65 W
2026/03/03 13:45:09.437, 3 %, 10.94 W
2026/03/03 13:45:10.438, 3 %, 10.98 W
2026/03/03 13:45:11.438, 25 %, 11.37 W
2026/03/03 13:45:12.438, 3 %, 11.48 W
2026/03/03 13:45:13.439, 3 %, 11.96 W
2026/03/03 13:45:14.439, 3 %, 12.05 W
2026/03/03 13:45:15.439, 3 %, 11.78 W
2026/03/03 13:45:16.440, 4 %, 11.07 W
2026/03/03 13:45:17.440, 4 %, 11.19 W
2026/03/03 13:45:18.440, 2 %, 11.03 W
2026/03/03 13:45:19.441, 2 %, 10.85 W
2026/03/03 13:45:20.441, 2 %, 10.85 W
2026/03/03 13:45:21.441, 2 %, 10.86 W
2026/03/03 13:45:22.442, 3 %, 10.90 W
2026/03/03 13:45:23.442, 3 %, 11.23 W
2026/03/03 13:45:24.442, 1 %, 10.94 W
2026/03/03 13:45:25.442, 1 %, 10.88 W
2026/03/03 13:45:26.442, 2 %, 10.90 W
2026/03/03 13:45:27.443, 2 %, 11.07 W
2026/03/03 13:45:28.443, 1 %, 20.18 W
2026/03/03 13:45:29.443, 1 %, 10.92 W
2026/03/03 13:45:30.444, 13 %, 11.25 W
2026/03/03 13:45:31.444, 0 %, 12.06 W
2026/03/03 13:45:32.444, 2 %, 10.95 W
2026/03/03 13:45:33.445, 1 %, 7.61 W
2026/03/03 13:45:34.445, 1 %, 8.43 W
2026/03/03 13:45:35.445, 0 %, 10.56 W
2026/03/03 13:45:36.445, 0 %, 10.53 W
2026/03/03 13:45:37.445, 30 %, 10.98 W
2026/03/03 13:45:38.446, 1 %, 11.40 W
2026/03/03 13:45:39.446, 0 %, 11.63 W
2026/03/03 13:45:40.447, 0 %, 11.62 W
2026/03/03 13:45:41.447, 0 %, 11.19 W
2026/03/03 13:45:42.447, 4 %, 11.09 W
2026/03/03 13:45:43.448, 0 %, 10.69 W
2026/03/03 13:45:44.448, 0 %, 10.52 W
2026/03/03 13:45:45.449, 0 %, 10.48 W
2026/03/03 13:45:46.449, 0 %, 10.46 W
2026/03/03 13:45:47.449, 0 %, 10.92 W
2026/03/03 13:45:48.450, 0 %, 10.65 W
2026/03/03 13:45:49.450, 0 %, 10.59 W
2026/03/03 13:45:50.450, 0 %, 10.62 W
2026/03/03 13:45:51.450, 0 %, 10.64 W
2026/03/03 13:45:52.450, 3 %, 10.83 W
2026/03/03 13:45:53.451, 2 %, 20.47 W
2026/03/03 13:45:54.451, 0 %, 11.02 W
2026/03/03 13:45:55.452, 12 %, 11.54 W
2026/03/03 13:45:56.452, 0 %, 11.16 W
2026/03/03 13:45:57.453, 0 %, 7.12 W
2026/03/03 13:45:58.453, 0 %, 4.80 W
2026/03/03 13:45:59.454, 0 %, 4.80 W
2026/03/03 13:46:00.454, 0 %, 9.56 W
2026/03/03 13:46:01.455, 0 %, 10.52 W
2026/03/03 13:46:02.455, 5 %, 10.55 W
2026/03/03 13:46:03.455, 0 %, 11.44 W
2026/03/03 13:46:04.456, 0 %, 11.35 W
2026/03/03 13:46:05.456, 0 %, 11.49 W
2026/03/03 13:46:06.457, 0 %, 11.41 W
2026/03/03 13:46:07.457, 3 %, 10.63 W
2026/03/03 13:46:08.457, 1 %, 11.00 W
2026/03/03 13:46:09.458, 0 %, 10.62 W
2026/03/03 13:46:10.458, 0 %, 10.48 W
2026/03/03 13:46:11.459, 0 %, 10.51 W
2026/03/03 13:46:12.459, 0 %, 10.48 W
2026/03/03 13:46:13.460, 0 %, 10.51 W
2026/03/03 13:46:14.460, 0 %, 10.84 W
2026/03/03 13:46:15.460, 0 %, 10.87 W
2026/03/03 13:46:16.461, 40 %, 15.51 W
2026/03/03 13:46:17.463, 0 %, 10.63 W
2026/03/03 13:46:18.463, 12 %, 10.88 W
2026/03/03 13:46:19.464, 0 %, 11.42 W
2026/03/03 13:46:20.465, 0 %, 10.48 W
2026/03/03 13:46:21.465, 0 %, 6.94 W
2026/03/03 13:46:22.466, 0 %, 4.78 W
2026/03/03 13:46:23.467, 0 %, 4.78 W
2026/03/03 13:46:24.467, 0 %, 4.38 W
2026/03/03 13:46:25.467, 0 %, 4.38 W
2026/03/03 13:46:26.468, 0 %, 4.33 W
2026/03/03 13:46:27.468, 0 %, 4.30 W
2026/03/03 13:46:28.468, 0 %, 7.05 W
2026/03/03 13:46:29.469, 0 %, 10.43 W
2026/03/03 13:46:30.469, 0 %, 10.41 W
2026/03/03 13:46:31.470, 32 %, 10.94 W
2026/03/03 13:46:32.470, 0 %, 11.48 W
2026/03/03 13:46:33.471, 0 %, 11.33 W
2026/03/03 13:46:34.471, 0 %, 11.42 W
2026/03/03 13:46:35.472, 0 %, 11.38 W
2026/03/03 13:46:36.472, 0 %, 10.58 W
2026/03/03 13:46:37.473, 1 %, 10.80 W
2026/03/03 13:46:38.474, 2 %, 10.77 W
2026/03/03 13:46:39.474, 0 %, 10.47 W
2026/03/03 13:46:40.475, 0 %, 10.64 W
2026/03/03 13:46:41.475, 0 %, 10.41 W
2026/03/03 13:46:42.475, 0 %, 10.39 W
2026/03/03 13:46:43.475, 1 %, 11.03 W
2026/03/03 13:46:44.476, 3 %, 11.27 W
2026/03/03 13:46:45.476, 2 %, 10.96 W
2026/03/03 13:46:46.476, 0 %, 11.10 W
2026/03/03 13:46:47.476, 2 %, 17.29 W
2026/03/03 13:46:48.476, 0 %, 10.90 W
2026/03/03 13:46:49.477, 0 %, 11.08 W
2026/03/03 13:46:50.477, 1 %, 12.16 W
2026/03/03 13:46:51.477, 1 %, 10.89 W
2026/03/03 13:46:52.478, 0 %, 7.82 W
2026/03/03 13:46:53.478, 1 %, 5.72 W
2026/03/03 13:46:54.479, 1 %, 8.93 W
2026/03/03 13:46:55.479, 0 %, 10.44 W
2026/03/03 13:46:56.490, 0 %, 10.44 W
2026/03/03 13:46:57.491, 0 %, 10.41 W
2026/03/03 13:46:58.491, 0 %, 12.02 W
2026/03/03 13:46:59.491, 0 %, 11.42 W
2026/03/03 13:47:00.491, 4 %, 11.79 W
2026/03/03 13:47:01.492, 1 %, 11.78 W
2026/03/03 13:47:02.492, 0 %, 11.35 W
2026/03/03 13:47:03.492, 0 %, 11.02 W
2026/03/03 13:47:04.492, 1 %, 11.10 W
2026/03/03 13:47:05.493, 0 %, 10.90 W
2026/03/03 13:47:06.493, 0 %, 10.85 W
2026/03/03 13:47:07.493, 0 %, 10.74 W
2026/03/03 13:47:08.493, 0 %, 11.05 W
2026/03/03 13:47:09.494, 0 %, 10.85 W
2026/03/03 13:47:10.494, 1 %, 11.21 W
2026/03/03 13:47:11.495, 0 %, 10.91 W
2026/03/03 13:47:12.495, 1 %, 10.96 W
2026/03/03 13:47:13.495, 22 %, 12.10 W
2026/03/03 13:47:14.496, 2 %, 18.69 W
2026/03/03 13:47:15.496, 0 %, 11.15 W
2026/03/03 13:47:16.496, 14 %, 11.48 W
2026/03/03 13:47:17.497, 3 %, 11.87 W
2026/03/03 13:47:18.497, 0 %, 10.88 W
2026/03/03 13:47:19.497, 0 %, 7.83 W
2026/03/03 13:47:20.497, 1 %, 5.64 W
2026/03/03 13:47:21.497, 1 %, 5.67 W
2026/03/03 13:47:22.497, 1 %, 5.38 W
2026/03/03 13:47:23.498, 2 %, 5.57 W
2026/03/03 13:47:24.498, 1 %, 5.69 W
2026/03/03 13:47:25.498, 1 %, 5.68 W
2026/03/03 13:47:26.498, 0 %, 10.30 W
2026/03/03 13:47:27.499, 0 %, 10.39 W
2026/03/03 13:47:28.499, 0 %, 10.39 W
2026/03/03 13:47:29.499, 41 %, 11.80 W
2026/03/03 13:47:30.499, 0 %, 11.26 W
2026/03/03 13:47:31.499, 4 %, 11.85 W
2026/03/03 13:47:32.500, 2 %, 11.90 W
2026/03/03 13:47:33.500, 0 %, 11.16 W
2026/03/03 13:47:34.500, 2 %, 10.97 W
2026/03/03 13:47:35.500, 0 %, 11.28 W
2026/03/03 13:47:36.500, 4 %, 10.64 W
2026/03/03 13:47:37.500, 4 %, 10.88 W
2026/03/03 13:47:38.501, 3 %, 11.03 W
2026/03/03 13:47:39.501, 3 %, 10.60 W
2026/03/03 13:47:40.501, 1 %, 10.59 W
2026/03/03 13:47:41.506, 0 %, 11.07 W
2026/03/03 13:47:42.506, 0 %, 10.97 W
2026/03/03 13:47:43.507, 1 %, 10.95 W
2026/03/03 13:47:44.507, 5 %, 10.95 W
2026/03/03 13:47:45.507, 89 %, 15.09 W
2026/03/03 13:47:46.507, 3 %, 19.42 W
2026/03/03 13:47:47.508, 2 %, 11.30 W
2026/03/03 13:47:48.508, 3 %, 11.00 W
2026/03/03 13:47:49.508, 4 %, 11.21 W
2026/03/03 13:47:50.509, 1 %, 11.57 W
2026/03/03 13:47:51.509, 16 %, 11.89 W
2026/03/03 13:47:52.509, 0 %, 11.12 W
2026/03/03 13:47:53.509, 1 %, 7.34 W
2026/03/03 13:47:54.510, 4 %, 5.27 W
2026/03/03 13:47:55.510, 2 %, 9.00 W
2026/03/03 13:47:56.510, 0 %, 10.49 W
2026/03/03 13:47:57.511, 0 %, 10.50 W
2026/03/03 13:47:58.511, 29 %, 11.34 W
2026/03/03 13:47:59.511, 1 %, 11.60 W
2026/03/03 13:48:00.511, 0 %, 11.56 W
2026/03/03 13:48:01.512, 4 %, 12.09 W
2026/03/03 13:48:02.512, 1 %, 11.50 W
2026/03/03 13:48:03.512, 1 %, 11.17 W
2026/03/03 13:48:04.512, 0 %, 11.22 W
2026/03/03 13:48:05.513, 1 %, 10.93 W
2026/03/03 13:48:06.513, 1 %, 11.19 W
2026/03/03 13:48:07.513, 1 %, 10.95 W
2026/03/03 13:48:08.513, 0 %, 10.82 W
2026/03/03 13:48:09.513, 0 %, 10.79 W
2026/03/03 13:48:10.513, 0 %, 10.86 W
2026/03/03 13:48:11.513, 0 %, 11.28 W
2026/03/03 13:48:12.514, 1 %, 10.84 W
2026/03/03 13:48:13.514, 0 %, 11.02 W
2026/03/03 13:48:14.515, 0 %, 11.39 W
2026/03/03 13:48:15.515, 2 %, 11.19 W
2026/03/03 13:48:16.515, 4 %, 23.82 W
2026/03/03 13:48:17.515, 0 %, 11.04 W
2026/03/03 13:48:18.515, 12 %, 11.63 W
2026/03/03 13:48:19.516, 1 %, 12.02 W
2026/03/03 13:48:20.516, 0 %, 11.08 W
2026/03/03 13:48:21.516, 0 %, 7.81 W
2026/03/03 13:48:22.516, 1 %, 5.74 W
2026/03/03 13:48:23.516, 2 %, 8.35 W
2026/03/03 13:48:24.517, 3 %, 10.72 W
2026/03/03 13:48:25.517, 0 %, 10.52 W
2026/03/03 13:48:26.517, 0 %, 10.51 W
2026/03/03 13:48:27.518, 0 %, 12.00 W
2026/03/03 13:48:28.518, 3 %, 11.38 W
2026/03/03 13:48:29.518, 4 %, 11.86 W
2026/03/03 13:48:30.518, 2 %, 11.90 W
2026/03/03 13:48:31.518, 1 %, 11.27 W
2026/03/03 13:48:32.518, 4 %, 11.32 W
2026/03/03 13:48:33.519, 3 %, 11.16 W
2026/03/03 13:48:34.519, 2 %, 11.07 W
2026/03/03 13:48:35.519, 1 %, 11.18 W
2026/03/03 13:48:36.519, 1 %, 10.90 W
2026/03/03 13:48:37.520, 1 %, 10.81 W
2026/03/03 13:48:38.520, 1 %, 11.64 W
2026/03/03 13:48:39.520, 1 %, 11.26 W
2026/03/03 13:48:40.520, 1 %, 11.05 W
2026/03/03 13:48:41.521, 0 %, 11.25 W
2026/03/03 13:48:42.521, 1 %, 11.38 W
2026/03/03 13:48:43.521, 3 %, 11.30 W
2026/03/03 13:48:44.523, 84 %, 20.10 W
2026/03/03 13:48:45.523, 2 %, 17.21 W
2026/03/03 13:48:46.523, 0 %, 11.57 W
2026/03/03 13:48:47.524, 13 %, 11.98 W
2026/03/03 13:48:48.524, 4 %, 11.45 W
2026/03/03 13:48:49.525, 1 %, 8.23 W
2026/03/03 13:48:50.525, 1 %, 5.90 W
2026/03/03 13:48:51.526, 1 %, 5.81 W
2026/03/03 13:48:52.526, 5 %, 6.25 W
2026/03/03 13:48:53.527, 0 %, 10.96 W
2026/03/03 13:48:54.528, 0 %, 10.55 W
2026/03/03 13:48:55.528, 0 %, 10.55 W
2026/03/03 13:48:56.528, 0 %, 12.08 W
2026/03/03 13:48:57.528, 2 %, 11.75 W
2026/03/03 13:48:58.529, 3 %, 11.91 W
2026/03/03 13:48:59.529, 3 %, 11.87 W
2026/03/03 13:49:00.529, 1 %, 10.88 W
2026/03/03 13:49:01.530, 1 %, 11.22 W
2026/03/03 13:49:02.530, 0 %, 11.25 W
2026/03/03 13:49:03.531, 0 %, 10.84 W
2026/03/03 13:49:04.531, 0 %, 10.90 W
2026/03/03 13:49:05.532, 0 %, 11.12 W
2026/03/03 13:49:06.533, 3 %, 10.89 W
2026/03/03 13:49:07.533, 3 %, 11.38 W
2026/03/03 13:49:08.533, 1 %, 10.99 W
2026/03/03 13:49:09.533, 2 %, 10.97 W
2026/03/03 13:49:10.534, 1 %, 11.22 W
2026/03/03 13:49:11.534, 0 %, 10.94 W
2026/03/03 13:49:12.534, 1 %, 11.02 W
2026/03/03 13:49:13.535, 4 %, 11.34 W
2026/03/03 13:49:14.535, 78 %, 21.56 W
2026/03/03 13:49:15.535, 2 %, 17.70 W
2026/03/03 13:49:16.535, 1 %, 11.25 W
2026/03/03 13:49:17.537, 14 %, 12.23 W
2026/03/03 13:49:18.537, 4 %, 11.42 W
2026/03/03 13:49:19.537, 0 %, 8.17 W
2026/03/03 13:49:20.537, 1 %, 5.74 W
2026/03/03 13:49:21.538, 2 %, 5.75 W
2026/03/03 13:49:22.538, 1 %, 9.14 W
2026/03/03 13:49:23.538, 0 %, 10.63 W
2026/03/03 13:49:24.538, 0 %, 10.62 W
2026/03/03 13:49:25.539, 31 %, 11.30 W
2026/03/03 13:49:26.539, 1 %, 11.83 W
2026/03/03 13:49:27.539, 0 %, 11.84 W
